CompanyCode	SSN	Fname	Minit	Lname	Addr1	Addr2	City	State	Zip	HomePhone	HireDate	Gender	BirthDate	EmpNum	EmpCode	Status	TermDate	TermCode	BasePay	HrsPerPay	JobCode
003	375000811	TONYA       	 	SHAWL	145 MICHELLE DRIVE     		KAWKAWLIN	MI	48631	(989)555-1496	03/06/2000	female	09/13/1975	375540811	F	A	00/00/0000		22.48	64	104
003	363002181	VERA        	 	ANDROL	90 SALLSBURY AVE       		BAY CITY	MI	48708	(989)555-2227	08/09/1995	female	04/24/1958	363582181	P	T	03/10/2000		36.95	0	104
003	374005554	TAMARA      	S	BOUCK	245 SPRINGFIELD        		PINCONNING	MI	48650	(989)555-2707	02/04/2002	female	12/19/1946	374865554	C	T	03/06/1998	4	27.71	80	104
003	362003296	MARIE       	 	ROBY	9231 CHATEAU COURT     		BAD AXE	MI	48413	(989)555-8750	08/02/1993	female	05/20/1956	362863296	F	T	10/31/1998	3	21.45	80	115
003	383005072	TANIA       	L	HECHT	505 LAKE FOREST DR     		BAY CITY	MI	48708	(989)555-5113	10/23/2000	female	10/06/1974	383905072	C	A	00/00/0000		29.75	0	207
003	367009433	BONNIE      	L	STORY	298 WOODLAWN DR        		MIDLAND	MI	48642	(989)555-5646	10/07/1998	female	02/13/1952	367749433	F	A	00/00/0000		29.21	0	105
003	383006515	TRACI       	 	SPAULDING	2377 TORREY ROAD       		BAY CITY	MI	48706	(989)555-3639	01/01/2000	female	02/09/1954	383586515	P	T	06/30/2000	1	35.36	80	213
003	362006490	BRENDA      	G	MROZINSKI	10 E 12TH STREET       		SAGINAW	MI	48603	(989)555-2281	07/23/2001	female	04/09/1961	362846490	F	A	00/00/0000		23.54	0	212
003	544001483	YVONNE      	 	ESSELTINE	485 WOODRIDGE DRIVE    		SEBEWAING	MI	48759	(989)555-2012	03/25/2002	female	08/25/1970	544191483	F	T	06/30/2003	2	29.45	0	214
003	362004239	JENNIFER    	M	KERNSTOCK	275 WOODBRIER          		ESSEXVILLE	MI	48732	(989)555-4640	05/22/1995	female	03/07/1972	362904239	P	A	00/00/0000		21.54	0	212
003	372002925	ROXANNE     	N	GIELDA	07 GLADWYN             		BAY CITY	MI	48706	(989)555-8730	07/22/1998	female	11/01/1941	372762925	F	A	00/00/0000		35	0	214
003	378001140	DANIELLE    	 	SIMON	648 GLEN HAVEN DRIVE   		MIDLAND	MI	48640	(989)555-2455	09/25/2000	female	04/05/1980	378621140	F	T	10/12/2001	1	10.18	80	104
003	363006961	MARILYN     	L	DEWAELE	12 1/2 E MAIN STREET   		PINCONNING	MI	48650	(989)555-7093	01/07/1985	female	12/20/1973	363946961	P	A	00/00/0000		22.65	0	104
003	374005798	MICHELLE    	L	HARROW	418 MCINTOSH CIRCLE    		ESSEXVILLE	MI	48732	(989)555-6762	08/25/2003	female	02/25/1966	374785798	F	A	00/00/0000		27.295	80	104
003	386007167	SHANNON     	L	GALLAGHER	510 CLAIRMONT ST       		RHODES	MI	48652	(989)555-5434	10/08/2001	female	04/21/1966	386507167	C	T	00/00/0000		9.31	80	104
003	364001941	CLAYTON     	A	BEERY	901 HAMMERBERG APT I-2 		PINCONNING	MI	48650	(989)555-5453	06/06/1977	male	06/30/1965	364981941	F	A	00/00/0000		17.51	48	115
003	382006069	KAREN       	 	CRETE	07 CHESSEUR            		LINWOOD	MI	48634	(989)555-6236	08/19/1996	female	12/29/1945	382046069	F	A	00/00/0000		21.55	80	212
003	363000991	STEPHAN     	F	HINTZ	360 S WILDER ROAD      		SAGINAW	MI	48603	(989)555-8652	07/10/2003	female	01/10/1973	363780991	F	T	05/28/1999	1	21.56	80	214
003	381007063	LINDSEY     	 	GARCIA	501 RIDGECLIFF DR      		BAY CITY	MI	48708	(989)555-5308	12/02/1992	female	10/29/1980	381747063	F	A	00/00/0000		19.1	80	104
003	369004604	DAVID       	J	MUSINSKI	253 W CARPENTER        		FAIRGROVE	MI	48733	(989)555-8826	01/10/1994	male	08/28/1967	369784604	F	A	00/00/0000		16.45	80	104
003	374005705	KAY         	R	KONWINSKI	6136 ASPEN HOLLOW      		BAY CITY	MI	48708	(989)555-2560	06/18/1973	female	06/16/1964	374885705	F	T	00/00/0000		23.21	50	104
003	362009907	CAROLYN     	S	YANT	 13577 N SAGINAW RD    		CARO	MI	48723	(989)555-3863	03/11/1974	female	07/25/1970	362849907	C	A	00/00/0000		13.43	48	104
003	370003747	KEIKA       	 	KLOKA	302 BARNEY AVE         		STANDISH	MI	48658	(989)555-6287	07/01/2001	female	09/07/1985	370023747	F	A	00/00/0000		8.95	50	115
003	377004458	SHANNA      	 	RAJAN	329 HERON COURT        		SANDUSKY	MI	48471	(989)555-6410	08/01/1983	female	05/28/1947	377044458	F	A	00/00/0000		24.93	64	212
003	315003652	ELIZABETH   	P	DUPUY	499 TROUTWOOD DRIVE    		MIDLAND	MI	48642	(989)555-4423	01/08/1996	female	05/30/1957	315543652	C	A	00/00/0000		14.13	80	214
003	367004119	DENNIS      	 	MCBRIDE	117 RAMSGATE ROAD      		ESSEXVILLE	MI	48732	(989)555-2814	06/10/1996	male	10/21/1959	367884119	P	A	00/00/0000		50.2	0	104
003	385001855	JENNIFER    	 	DEPREKEL	002 TOURIAN            		BAY CITY	MI	48706	(989)555-3342	11/14/1994	female	11/27/1964	385961855	F	A	00/00/0000		16.13	60	104
003	376001113	RACHEL      	M	SMITH	228 MADISON AVE        		SEBAWING	MI	48759	(989)555-6193	01/10/2000	female	12/09/1970	376421113	P	A	00/00/0000		29.27	0	104
003	368003830	TEXANNER    	 	SOMERVILLE	376 TIMBERWOOD PTE. DR.		BAY CITY	MI	48706	(989)555-3674	05/01/2003	female	07/22/1974	368763830	F	A	00/00/0000		32	0	104
003	370001624	CYNTHIA     	 	GREEN	04 S THORNRIDGE LANE   		ESSEXVILLE	MI	48732	(989)555-7846	11/12/2001	female	01/17/1966	370941624	P	A	00/00/0000		23.96	80	115
003	372004847	DORCAS      	 	RICHARDS	6235 ANAVISTA DR       		BAY CITY	MI	48706	(989)555-4300	11/14/1988	female	05/07/1954	372944847	P	A	00/00/0000		25.75	80	212
003	379003346	SEAN        	J	SIRIANNI	308 JOHNSON RD         		BAY CITY	MI	48708	(989)555-4580	08/19/2002	male	11/01/1968	379483346	F	A	00/00/0000		13.84	80	214
003	371009445	KELLY       	W	ROLLER	15 ELM ST              		ESSEXVILLE	MI	48732	(989)555-2646	06/03/2002	female	03/09/1957	371769445	F	T	10/29/2002	3	20.32	0	212
003	381008825	NICOLE      	 	YOUNG	459 PARADISE DR        		BAY CITY	MI	48708	(989)555-3400	07/19/1968	female	06/16/1967	381768825	F	A	00/00/0000		50	0	214
003	366000229	NORMA       	 	BRAMAN	152 S MORRISH RD.      		BAY CITY	MI	48708	(989)555-6504	07/23/2003	female	07/13/1971	366720229	F	A	00/00/0000		20.92	0	104
003	367006198	PAMELA      	S	FLEMMER	246 HAMBURG RD         		BAY CITY	MI	48706	(989)555-9276	06/22/1998	female	06/22/1976	367046198	F	A	00/00/0000		25.316	80	104
003	380005805	ROBERTA     	 	SAENZ	022 E BOATFIELD        		ESSEXVILLE	MI	48732	(989)555-8418	03/15/1999	female	02/19/1973	380725805	P	T	01/03/2003	3	15.87	0	104
003	373000620	CLAUDIA     	C	ARNDT	042 WILD TURKEY        		BAY CITY	MI	48706	(989)555-0097	06/25/2001	female	05/21/1951	373680620	F	A	00/00/0000		26.14	0	104
003	379005836	JANET       	L	CARDINAL	101 S SHERIDAN RD      		FAIRGROVE	MI	48733	(989)555-0326	02/28/2002	female	09/24/1960	379645836	P	T	08/05/2002		29.148	80	115
003	380007802	SHARON      	 	FITRAKIS	032 MARY AVENUE        		MUNGER	MI	48747	(989)555-5133	07/11/1997	female	06/10/1967	380467802	F	A	00/00/0000		7	0	115
003	377009958	CHERYL      	C	BODENHEIMER	488 N MCKINLEY ROAD    		KAWKAWLIN	MI	48631	(989)555-6788	04/29/2003	female	10/22/1962	377889958	P	A	00/00/0000		16.379	80	203
003	378001062	RONALD      	E	WARSZAWSKI	093 KNOTTINGHAM        		FRANKENMUTH	MI	48734	(989)555-2298	08/27/2001	male	07/20/1967	378581062	F	T	03/02/2003	5	10	80	207
003	379000443	JESSICA     	 	KUHL	407 E. CARPENTAR RD    		MUNGER	MI	48747	(989)555-7733	11/19/2001	female	01/14/1956	379740443	P	T	11/12/2002	5	20.76	0	105
003	363006939	MICHELLE    	 	LONGWOOD	34 TRADEWINDS          		BAY CITY	MI	48706	(989)555-1192	05/04/1991	female	12/26/1951	363786939	F	A	00/00/0000		15	0	213
003	378001245	JENNIFER    	 	JACOBS	37 ROOSEVELT AVENUE    		BAY CITY	MI	48706	(989)555-5679	08/04/2003	female	04/01/1956	378941245	C	A	00/00/0000		8.46	0	212
003	386009234	ALECIA      	 	BUSH	519 BLADWIN BLVD       		BAY CITY	MI	48706	(989)555-2303	06/23/2003	female	11/03/1949	386509234	C	A	00/00/0000		8.4	0	214
003	363004983	DONA        	M	MYERS	30 E AUSTIN            		LINWOOD	MI	48634	(989)555-3964	05/11/1998	female	08/27/1952	363784983	F	A	00/00/0000		8.97	80	212
003	378007597	SADIE       	A	HEMLICH	532 STONE BROOK LANE   		BAY CITY	MI	48706	(989)555-7254	07/10/1995	female	03/25/1964	378767597	C	A	00/00/0000		7	0	214
003	367009317	BEVERLY     	 	MORSE	584 SILVER LAKE RD     		ESSEXVILLE	MI	48732	(989)555-0215	09/05/2000	female	01/11/1964	367989317	F	A	00/00/0000		36	0	104
003	378009173	KARLA       	 	SWARTZENTRUBER	401 GRATIOT            		BAY CITY	MI	48706	(989)555-2683	02/24/2003	female	08/14/1967	378889173	C	A	00/00/0000		20.5	64	104
003	383008189	PATRICIA    	A	NORMAN	426 HICKORY HOLLOW DR  		ESSEXVILLE	MI	48732	(989)555-9558	11/01/1994	female	12/20/1970	383708189	C	A	00/00/0000		35	0	104
003	375004800	SHERRY      	 	HOZESKA	489 E ATHERTON         		JOLIET	IL	60435	(989)555-0510	03/08/1993	female	11/13/1954	375544800	P	A	00/00/0000		7.91	0	104
003	370009766	RITA        	 	BOUCHARD	05 CECELIA LANE        		BAY CITY	MI	48708	(989)555-1392	01/10/1993	female	05/27/1973	370789766	F	A	00/00/0000		7.38	0	115
003	380005108	SHELLEY     	 	OSANTOWSKI	092 O REILLY CIRCLE    		BAY CITY	MI	48706	(989)555-0179	08/04/2003	female	01/12/1975	380525108	F	A	00/00/0000		15.27	0	212
003	376009738	RU          	 	NEVEAU	170 N. MAPLE LEAF RD.  		BAY CITY	MI	48708	(989)555-8545	08/04/2003	female	02/22/1966	376029738	P	T	06/04/1999	5	16.81	48	214
003	377007533	JAMIE       	L	PLAMONDON	2179 MARGARET DRIVE    		BAY CITY	MI	48706	(989)555-8689	08/06/2001	female	12/06/1956	377767533	F	A	00/00/0000		16.32	0	104
003	366004900	LAURA       	L	WILTSE	544 UNDERHILL COURT    		ESSEXVILLE	MI	48732	(989)555-6562	08/05/2002	female	04/23/1954	366044900	C	A	00/00/0000		10.79	80	104
003	370004263	SHARIN      	 	HANSEN	415 WATER STREET       		ESSEXVILLE	MI	48732	(989)555-5583	05/09/1997	female	02/01/1979	370194263	F	A	00/00/0000		30.9	0	104
003	362001747	DAWN        	 	KACZMAREK	23 S WASHINGTON STREET 		BAY CITY	MI	48706	(989)555-3156	01/13/1992	female	11/07/1969	362541747	F	T	06/30/2003	2	7.98	80	104
003	385009525	JACQUELYN   	 	MCMARTIN	061 NICHOLS RD         		CASEVILLE	MI	48725	(989)555-2037	06/04/2001	female	10/30/1946	385689525	F	A	00/00/0000		7.65	80	115
003	375004917	MARY        	 	ROBY	2111 HILL RD           		BAD AXE	MI	48413	(989)555-2276	05/21/1997	female	05/14/1971	375544917	C	A	00/00/0000		15.35	80	105
003	375001805	ALISA       	 	BLOME	10 E FLINT PARK BLVD   		BAD AXE	MI	48413	(989)555-0966	08/13/1973	female	06/28/1979	375701805	F	A	00/00/0000		7.21	0	213
003	373006923	BETHANY     	 	WENGLIKOWSKI	0116 REID ROAD         		PIGEON	MI	48755	(989)555-9964	08/25/2003	female	04/06/1971	373786923	F	T	03/06/1999	1	8.73	80	212
003	374007456	CYNTHIA     	L	MILLER	318 NORWOOD            		CASEVILLE	MI	48725	(989)555-4314	09/03/1996	female	11/29/1962	374687456	F	A	00/00/0000		8.16	48	214
003	380001336	DENISE      	 	TARDIFF	411 HUCKLEBERY CIRCLE  		PINCONNING	MI	48650	(989)555-4555	11/15/1999	female	07/30/1969	380041336	P	A	00/00/0000		15.11	80	212
003	372001513	JAINA       	 	CHISLEA	06 W MCCLELLAN STREET  		BAY CITY	MI	48706	(989)555-2497	03/27/1978	female	02/08/1969	372781513	P	A	00/00/0000		9.02	80	214
003	315001677	LESLEY      	M	HUISKENS	103 N JENNINGS RD      		BAY CITY	MI	48706	(989)555-4198	10/02/1997	female	03/28/1974	315601677	F	A	00/00/0000		540	0	104
003	369005605	RENEA       	L	MURPHY	2105 SHERIDAN          		PINCONNING	MI	48650	(989)555-0778	06/24/2002	female	03/07/1975	369985605	F	A	00/00/0000		60.576	20	104
003	373005103	WANDA       	 	RIVARD	3344 NORTH STATE RD    		ESSEXVILLE	MI	48732	(989)555-2732	11/03/1997	female	09/27/1978	373845103	P	A	00/00/0000		9.27	80	104
003	374002183	JOSEPHINE   	 	GRIFFENHAM	411 NORBERT            		BAY CITY	MI	48708	(989)555-9031	02/25/2002	female	11/12/1952	374922183	F	T	09/16/1995	1	15.89	80	104
003	377007082	AMY         	L	BOWEN	019 DELL AVENUE        		CARO	MI	48723	(989)555-2565	11/18/1999	female	05/11/1964	377707082	F	T	02/17/1996	2	9.14	80	115
003	366004894	LINDA       	B	BENNETT	208 CHURCHILL          		LINWOOD	MI	48634	(989)555-8248	03/12/1979	female	04/12/1970	366804894	F	A	00/00/0000		10.29	80	105
003	379007949	TIFFANY     	 	PRIME	695 MILFORD ROAD       		MUNGER	MI	48747	(989)555-0153	10/11/1999	female	08/05/1938	379747949	P	T	07/10/2002	2	50	0	213
003	372006245	LINDA       	 	PARRENT	194 E VIENNA ROAD      		STANDISH	MI	48658	(989)555-8658	06/09/1997	female	12/08/1964	372566245	P	A	00/00/0000		29.5	0	212
003	152002738	PATRICIA    	J	ATWOOD	025 WISNER ST          		BAY CITY	MI	48706	(989)555-2030	04/11/1996	female	05/20/1968	152562738	F	T	12/21/1996	3	42.42	0	214
003	364000193	DAVID       	A	HODO	239 E DECAMP STREET    		BAY CITY	MI	48708	(989)555-2589	02/24/2003	male	06/06/1967	364900193	P	A	00/00/0000		21.86	0	104
003	382000213	DENNIS      	 	SCHUMACHER	151 ANTRIN DRIVE       		ESSEXVILLE	MI	48732	(989)555-3878	10/13/1980	male	08/26/1946	382740213	P	A	00/00/0000		21.77	80	115
003	372000766	JANENE      	J	LUTZ	4 FRANKLIN LANE        		BAY CITY	MI	48706	(989)555-5575	08/15/1983	female	05/26/1964	372420766	F	A	00/00/0000		20.32	0	203
003	365000889	KAREN       	S	KILBORN	.O. BOX 90812          		ESSEXVILLE	MI	48732	(989)555-7643	09/12/1994	female	11/03/1972	365020889	P	A	00/00/0000		9.72	80	207
003	375006552	NADYNE      	M	SCHUMAN	078 LASK STREET        		AUBURN	MI	48611	(989)555-3168	06/01/1996	female	04/02/1958	375726552	P	A	00/00/0000		34.8	80	105
003	381000217	PAMELA      	S	SMERDON	830 FOX CREEK EAST     		ESSEXVILLE	MI	48732	(989)555-7027	09/02/1975	female	03/13/1974	381040217	P	A	00/00/0000		21.87	80	213
003	382007376	VICKI       	 	BRAMAN	354 BRADFORD DR        		PINCONNING	MI	48650	(989)555-3669	08/12/2002	female	02/05/1961	382887376	C	A	00/00/0000		13.7	0	212
003	550002725	YOLANDA     	 	JASKIEWICZ	322 FREDERICK ST       		MARLETTE	MI	48453	(989)555-0466	03/14/1994	female	07/12/1958	550802725	F	A	00/00/0000		17.61	0	214
003	379002590	LINDA       	W	MEISTER	185 MC KENZIE DRIVE    		BAY CITY	MI	48706	(989)555-1951	08/06/1987	female	09/03/1955	379882590	F	A	00/00/0000		52	0	104
003	380003536	JANET       	P	MERCIER	000 FOXTAIL COURT      		ELKTON	MI	48731	(989)555-5702	11/30/1992	female	02/15/1945	380923536	P	A	00/00/0000		8.99	72	115
003	379001347	KENNETH     	 	RIEDLINGER	0333 CHAMPIONS CIRCLE  		BAD AXE	MI	48413	(989)555-0243	09/24/2001	male	04/21/1975	379501347	P	A	00/00/0000		18.51	0	203
003	386000110	CLARA       	A	MORIN	400 LIPPINCOTT         		UBLY	MI	48475	(989)555-6696	08/07/2000	female	10/17/1953	386780110	F	A	00/00/0000		51	0	207
003	397001377	KERRY       	 	LAMBERT	226 WALTON AVENUE      		PORT AUSTIN	MI	48467	(989)555-8663	08/16/2000	female	06/09/1970	397701377	F	A	00/00/0000		9.09	0	105
003	386000731	GLORIA      	 	KULINSKI	660 S FORCE ROAD       		ELKTON	MI	48731	(989)555-4795	03/25/2002	female	01/26/1971	386040731	C	A	00/00/0000		8.88	0	213
003	386003097	MARY        	D	PARMER	913 LARCHMONT          		CASEVILLE	MI	48725	(989)555-4420	06/11/2001	female	10/28/1970	386443097	P	A	00/00/0000		7	0	212
003	376003898	HEATHER     	 	GOHEEN	456 KENNEBEC RD        		KINDE	MI	48445	(989)555-3492	07/20/1990	female	07/08/1947	376863898	C	A	00/00/0000		7	0	214
003	366000040	SALEANNA    	 	WEITZEL	605 HOLLY AVENUE       		BAD AXE	MI	48413	(989)555-1672	07/25/2003	female	03/01/1961	366580040	F	A	00/00/0000		20.72	32	104
003	380008084	TRACEY      	K	KILLEY	642 SALZBURG RD        		BAD AXE	MI	48413	(989)555-8681	09/26/2000	female	04/03/1959	380528084	F	A	00/00/0000		14.14	48	115
003	362005919	NELDA       	 	KOWALSKI	276 KESSLING STREET    		PIGEON	MI	48755	(989)555-3435	09/05/2000	female	10/03/1970	362845919	F	A	00/00/0000		14.07	80	203
003	380007022	MARY        	 	LITTLE	81 BRADLEY             		BAD AXE	MI	48413	(989)555-2422	02/24/2003	female	02/26/1969	380727022	F	A	00/00/0000		20.42	80	207
003	367006516	RENEE       	 	FASSETT	9615 HELMSLEY          		BAD AXE	MI	48413	(989)555-8006	06/06/1977	female	07/21/1957	367726516	C	A	00/00/0000		8.49	80	105
003	481008000	CHRISTA     	 	MAES	197 W STANLEY          		PT AUSTIN	MI	48467	(989)555-2578	04/20/1987	female	02/03/1949	481768000	C	A	00/00/0000		10.51	80	213
003	270008060	TERRY       	J	VOELKER	197 W STANLEY RD       		GAGETOWN	MI	48735	(989)555-5582	11/15/1999	female	06/24/1952	270988060	F	A	00/00/0000		22.5	0	212
003	383005739	HEATHER     	L	OUILLETTE	20 S LYNCH AVENUE      		BAY CITY	MI	48708	(989)555-3804	12/13/1999	female	01/09/1948	383785739	C	A	00/00/0000		13.41	0	214
003	362003401	CHERYL      	C	DORE	323 MCCOMBE DR         		CASEVILLE	MI	48725	(989)555-0958	12/06/1999	female	02/12/1979	362623401	F	A	00/00/0000		20.7	0	104
003	379006794	CHRISTINA   	A	WICKER	454 HIGHLAND DRIVE     		BAY CITY	MI	48706	(989)555-2236	06/15/1981	female	11/01/1961	379886794	F	A	00/00/0000		21.31	80	115
003	362003456	JILL        	S	CRAMTON	376 WINFIELD           		BAY CITY	MI	48708	(989)555-5679	07/22/1985	female	07/13/1976	362683456	F	A	00/00/0000		19.11	0	203
003	601005945	RITA        	N	BEYER	1140 ROEDEL            		RHODES	MI	48652	(989)555-0332	06/11/2001	female	09/10/1960	601625945	F	T	09/22/2000	1	10.18	0	207
003	370004758	BETHANY     	 	MEIR	77 N MAGNOLIA          		CLIFFORD	MI	48727	(989)555-1757	12/12/1994	female	10/03/1949	370744758	F	A	00/00/0000		10.18	0	105
003	384009083	STEPHANIE   	R	MILLEROV	683 ELM ROAD COURT     		BAY CITY	MI	48708	(989)555-1243	08/26/2002	female	09/01/1957	384829083	F	A	00/00/0000		21.62	0	213
003	296000821	RONDA       	F	LEARMAN	457 OLD SAYBROOK       		ESSEXVILLE	MI	48732	(989)555-8981	07/06/1983	female	10/26/1949	296860821	F	A	00/00/0000		16.11	0	212
003	368009057	SHANDRA     	 	MAJZNERSKI	212 MOUNTAIN AVE       		BAY CITY	MI	48706	(989)555-9783	01/27/2003	female	09/05/1957	368769057	F	A	00/00/0000		50	0	214
003	362002224	RACHEL      	L	SESLER	375 FLORIA DR.         		SAGINAW	MI	48603	(989)555-7915	01/17/1994	female	11/29/1960	362062224	F	T	08/29/2001	1	12.8	0	104
003	362000105	JOHN        	 	BARBA	287 MILLWHEEL          		MIDLAND	MI	48640	(989)555-8183	10/08/1999	male	10/14/1958	362660105	F	A	00/00/0000		30	0	115
003	378008113	JAMES       	J	WHITE	730 MCGILL STREET      		BAY CITY	MI	48706	(989)555-7013	09/20/1999	male	05/18/1981	378948113	F	T	01/31/2003	3	25.5	0	203
003	374003763	ELIZABETH   	 	WENGLIKOWSKI	887 N DURAND RD        		CASEVILLE	MI	48725	(989)555-3283	07/01/2001	female	08/20/1975	374863763	F	A	00/00/0000		11.75	80	207
